date,US_Confirmed,US_Death,US_Retail_Rec,US_Grocery_Pharm,US_Parks,US_Transit,US_Workplaces,US_Residential,New_York_Confirmed,New_York_Deaths,New_York_Retail_Rec,New_York_Grocery_Pharm,New_York_Parks,New_York_Transit,New_York_Workplaces,New_York_Residential,Texas_Confirmed,Texas_Deaths,Texas_Retail_Rec,Texas_Grocery_Pharm,Texas_Parks,Texas_Transit,Texas_Workplaces,Texas_Residential,California_Confirmed,California_Deaths,California_Retail_Rec,California_Grocery_Pharm,California_Parks,California_Transit,California_Workplaces,California_Residential,Florida_Confirmed,Florida_Deaths,Florida_Retail_Rec,Florida_Grocery_Pharm,Florida_Parks,Florida_Transit,Florida_Workplaces,Florida_Residential,Illinois_Confirmed,Illinois_Deaths,Illinois_Retail_Rec,Illinois_Grocery_Pharm,Illinois_Parks,Illinois_Transit,Illinois_Workplaces,Illinois_Residential
10/26/20,8653853,225035,-18162,-6400,1702,-13913,-55561,12261,496655,33650,-869,-228,215,-954,-1573,528,898302,17978,-1595,-995,-937,-739,-4010,843,910438,17386,-947,-352,45,-1254,-1704,399,782013,16449,-909,-557,-845,-918,-1511,260,383687,9792,-578,-238,-213,-633,-1958,454
10/27/20,8729098,226024,-16497,-3877,9247,-13534,-59471,12713,498646,33666,-771,-113,935,-862,-1524,478,904769,18061,-1821,-1126,-1003,-969,-5637,1117,914888,17460,-947,-320,230,-1258,-1688,448,786311,16505,-876,-499,-911,-848,-1527,300,387687,9838,-519,-188,-13,-577,-2001,481
10/28/20,8807240,227014,-14538,-3822,6820,-14042,-57504,12546,500677,33675,-746,-165,522,-969,-1564,509,911835,18162,-1498,-871,-840,-682,-4687,1004,919276,17529,-954,-346,105,-1262,-1654,463,790426,16571,-780,-505,-830,-951,-1489,296,393797,9889,-377,-108,297,-489,-1897,427
10/29/20,8896608,227992,-14657,-4488,1878,-13551,-60257,12649,503176,33694,-893,-299,-139,-1005,-1525,548,918721,18276,-770,-538,-77,-416,-4146,687,923648,17559,-905,-244,107,-1193,-1657,460,794624,16648,-766,-517,-871,-897,-1537,289,400159,9945,-387,-8,42,-503,-1984,458
10/30/20,8993742,228983,-10986,-141,10105,-11686,-55292,9848,505431,33724,-1019,-158,168,-1108,-1581,569,924447,18385,-685,-467,66,-536,-3798,526,928028,17618,-928,-170,149,-1106,-1580,427,800216,16720,-672,-369,-674,-895,-1533,238,408648,9994,-233,120,545,-415,-1952,349
10/31/20,9082280,229890,-12067,8734,33259,-8405,-16683,1617,507543,33730,-712,332,1844,-681,-502,122,932261,18465,-721,61,906,-322,-1673,130,932143,17659,-949,154,421,-927,-561,148,802547,16761,-704,-234,-381,-804,-930,92,416547,10040,-313,511,1584,-184,-397,55
11/1/20,9158329,230279,-15093,-5557,6144,-10823,-25612,3361,509735,33752,-884,-375,323,-854,-706,176,936816,18502,-913,-667,-151,-515,-2103,228,935878,17671,-904,-412,339,-816,-748,159,807412,16789,-804,-589,-996,-769,-1197,140,423527,10075,-482,-44,115,-522,-727,127
11/2/20,9239345,230770,-14744,-4402,3843,-14885,-54705,11257,511368,33763,-1053,-366,-45,-1062,-1581,556,942303,18534,-1138,-861,-309,-958,-3775,640,940411,17689,-933,-263,-49,-1216,-1605,432,812063,16834,-810,-496,-1133,-929,-1499,271,429749,10093,-455,-99,127,-623,-2094,422
11/3/20,9361863,231901,-271,5965,17513,-13955,-63469,10961,513689,33773,-418,181,789,-934,-1735,499,950302,18632,-455,-385,475,-754,-4156,673,945401,17745,-823,-124,162,-1244,-1675,472,816700,16890,-516,-283,-613,-935,-1551,283,436265,10161,185,197,1075,-486,-2973,468
11/4/20,9464658,232993,-16796,-6501,12352,-15339,-56243,12624,515815,33793,-955,-380,845,-1002,-1586,547,959811,18771,-1231,-854,126,-722,-3810,761,950920,17808,-1123,-469,-142,-1432,-1685,520,821123,16922,-912,-689,-1018,-1122,-1463,338,443803,10216,-603,-228,570,-556,-2034,467
11/5/20,9589961,234159,-16423,-3955,13246,-14793,-55342,12049,518812,33857,-806,-203,1048,-900,-1460,475,969490,18907,-1139,-745,351,-952,-3881,695,956854,17860,-1065,-376,-135,-1364,-1672,500,827380,16961,-870,-578,-1076,-977,-1435,311,453738,10313,-561,-97,635,-559,-1994,452
11/6/20,9713991,235303,-19122,-9181,16451,-14796,-53920,12211,522021,33872,-1023,-393,1361,-1030,-1524,536,977222,19046,-1262,-881,-63,-826,-3874,697,963211,17931,-1144,-483,-630,-1355,-1610,531,832625,17014,-880,-591,-1002,-1132,-1445,327,465540,10397,-623,-303,939,-531,-1993,441
11/7/20,9841873,236339,-14954,-2766,30924,-10558,-14401,3662,525608,33884,-576,-125,2704,-652,-392,131,985061,19146,-1105,-668,694,-542,-1759,284,969362,17961,-1046,-317,-627,-1258,-685,291,837077,17100,-852,-519,-963,-1046,-895,203,477978,10488,-385,150,1473,-306,-299,99
11/8/20,9951026,236791,-12325,-4765,26243,-10462,-23009,3221,529036,33903,-459,-175,2725,-653,-443,89,990930,19184,-1094,-801,-29,-506,-2056,266,972713,17973,-986,-479,-856,-1111,-815,240,843897,17121,-931,-605,-1576,-1104,-1229,221,487987,10538,-371,-37,1467,-398,-651,103
11/9/20,10070093,237469,-17264,-6300,8227,-16507,-55580,12457,532180,33923,-754,-166,1377,-967,-1525,477,998027,19223,-1388,-931,-369,-965,-3891,715,981297,18021,-973,-395,-547,-1461,-1643,492,847821,17179,-1119,-809,-1955,-1415,-1805,496,498560,10563,-515,-134,663,-627,-2119,451
11/10/20,10209919,238897,-16455,-3980,6523,-16005,-59693,13354,536145,33939,-678,-130,1309,-849,-1566,463,1010364,19337,-1194,-735,133,-668,-4212,754,989432,18066,-966,-292,-358,-1442,-1698,497,852174,17248,-885,-560,-1577,-1059,-1502,351,511183,10645,-705,-223,105,-703,-2231,542
11/11/20,10352886,240890,-13706,-5454,261,-17546,-81431,17251,540965,33961,-710,-322,128,-1179,-2468,776,1022336,19469,-967,-551,276,-519,-4917,843,995575,18108,-777,-326,57,-1514,-2422,608,858012,17300,-834,-576,-1695,-1306,-2459,584,523840,10798,-467,-29,110,-637,-3206,632
